epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,19594.5,0.95323,1.09681,1.28609,0.7839,0.70416,0.78802,0.58596,0.96354,0.88681,1.25867,0.005248,0.005248,0.005248
146,19740,0.95309,1.09801,1.28308,0.78106,0.7076,0.78874,0.58618,0.9632,0.88576,1.25808,0.005215,0.005215,0.005215
147,19885,0.9467,1.09543,1.28042,0.78421,0.70611,0.78927,0.58685,0.96304,0.88502,1.25772,0.005182,0.005182,0.005182
148,20024,0.94983,1.09796,1.28276,0.78469,0.7069,0.78954,0.58715,0.9632,0.88394,1.25735,0.005149,0.005149,0.005149
149,20165.9,0.94853,1.09549,1.27963,0.78526,0.70696,0.78966,0.58756,0.96309,0.8834,1.25682,0.005116,0.005116,0.005116
150,20310.6,0.94734,1.08968,1.27992,0.78401,0.70723,0.78986,0.58811,0.96269,0.88245,1.25619,0.005083,0.005083,0.005083
151,20455.3,0.94333,1.08582,1.27897,0.78411,0.7081,0.79029,0.58888,0.96266,0.8813,1.25583,0.00505,0.00505,0.00505
152,20601.9,0.94053,1.08693,1.27723,0.78768,0.70546,0.79055,0.5894,0.96241,0.88062,1.25521,0.005017,0.005017,0.005017
153,20745.9,0.94526,1.08189,1.27237,0.78758,0.70687,0.7916,0.59009,0.96241,0.87967,1.25481,0.004984,0.004984,0.004984
154,20883.5,0.943,1.08225,1.27759,0.78701,0.70767,0.79215,0.59012,0.96193,0.87886,1.25404,0.004951,0.004951,0.004951
155,21019.4,0.94284,1.08043,1.27515,0.78742,0.70795,0.79257,0.59047,0.96152,0.87805,1.25351,0.004918,0.004918,0.004918
156,21157.8,0.93418,1.07357,1.26752,0.79004,0.70616,0.7929,0.59114,0.96162,0.87733,1.25332,0.004885,0.004885,0.004885
157,21300.6,0.94169,1.07361,1.27434,0.78985,0.70623,0.79324,0.59134,0.96117,0.87653,1.25257,0.004852,0.004852,0.004852
158,21443.3,0.93135,1.06031,1.26728,0.78981,0.70683,0.79347,0.59174,0.96086,0.87546,1.25207,0.004819,0.004819,0.004819
159,21585.9,0.94292,1.07401,1.27336,0.79165,0.70773,0.79414,0.59203,0.96056,0.87436,1.25152,0.004786,0.004786,0.004786
160,21728.8,0.93864,1.0691,1.27154,0.79532,0.7059,0.79437,0.59211,0.96018,0.87374,1.25079,0.004753,0.004753,0.004753
161,21871.2,0.93817,1.06143,1.26653,0.79515,0.70813,0.79492,0.59284,0.96003,0.873,1.25057,0.00472,0.00472,0.00472
162,22008.8,0.92907,1.05893,1.266,0.79576,0.70974,0.79524,0.59307,0.95969,0.8723,1.25006,0.004687,0.004687,0.004687
163,22146.8,0.93161,1.05798,1.26459,0.7964,0.70826,0.7954,0.59364,0.95945,0.87142,1.24943,0.004654,0.004654,0.004654
164,22285.6,0.93269,1.0603,1.26709,0.79644,0.70903,0.79583,0.59385,0.95894,0.87062,1.24873,0.004621,0.004621,0.004621
165,22423.8,0.92783,1.05896,1.26507,0.79708,0.70858,0.79605,0.59418,0.95877,0.86987,1.24832,0.004588,0.004588,0.004588
166,22562.6,0.93628,1.05454,1.26925,0.79896,0.70828,0.79652,0.595,0.95839,0.86935,1.24779,0.004555,0.004555,0.004555
167,22702,0.92487,1.04601,1.2612,0.79982,0.7085,0.79662,0.5952,0.95806,0.86862,1.24727,0.004522,0.004522,0.004522
168,22839.6,0.93244,1.04953,1.26454,0.79611,0.71162,0.79695,0.59562,0.95768,0.86794,1.24664,0.004489,0.004489,0.004489
169,22977.6,0.92617,1.04359,1.25958,0.79537,0.7132,0.79681,0.59592,0.95707,0.86708,1.24602,0.004456,0.004456,0.004456
170,23117.7,0.92354,1.03787,1.25903,0.79738,0.71332,0.79736,0.5964,0.95704,0.86607,1.24574,0.004423,0.004423,0.004423
171,23257.3,0.92923,1.03984,1.26357,0.79938,0.71158,0.79764,0.59689,0.95659,0.86513,1.24512,0.00439,0.00439,0.00439
172,23396.9,0.92322,1.03624,1.26039,0.80008,0.71195,0.79814,0.5971,0.95632,0.86429,1.24459,0.004357,0.004357,0.004357
