epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,37792.3,0.94396,1.12499,1.3482,0.78659,0.70084,0.78815,0.58779,0.94948,0.90725,1.34165,0.005974,0.005974,0.005974
124,38040.9,0.94232,1.13394,1.34817,0.78886,0.6996,0.78838,0.58829,0.94932,0.90586,1.34119,0.005941,0.005941,0.005941
125,38289.6,0.93911,1.12541,1.34393,0.785,0.70327,0.78874,0.58847,0.94899,0.90475,1.34036,0.005908,0.005908,0.005908
126,38538.4,0.94189,1.12542,1.34586,0.78618,0.70288,0.78905,0.58846,0.94859,0.90352,1.33965,0.005875,0.005875,0.005875
127,38787.3,0.939,1.12168,1.34215,0.78453,0.70408,0.78938,0.58879,0.94788,0.90252,1.33868,0.005842,0.005842,0.005842
128,39037.2,0.93548,1.11503,1.34261,0.78581,0.70305,0.78985,0.58944,0.94738,0.90123,1.33789,0.005809,0.005809,0.005809
129,39285.4,0.93161,1.108,1.33895,0.78435,0.70396,0.78997,0.5896,0.94711,0.89994,1.33722,0.005776,0.005776,0.005776
130,39533.5,0.93402,1.10959,1.34114,0.78597,0.70197,0.79056,0.59021,0.94706,0.89906,1.33694,0.005743,0.005743,0.005743
131,39781.3,0.93405,1.11977,1.34082,0.78557,0.70305,0.79088,0.59085,0.9465,0.89818,1.33631,0.00571,0.00571,0.00571
132,40029.5,0.92652,1.10624,1.33851,0.78638,0.70403,0.79119,0.59135,0.94604,0.89678,1.33558,0.005677,0.005677,0.005677
133,40278.1,0.93444,1.1116,1.3375,0.78421,0.70607,0.79143,0.59142,0.94553,0.89588,1.33476,0.005644,0.005644,0.005644
134,40526.3,0.92758,1.10084,1.33316,0.78439,0.70609,0.79167,0.59209,0.94516,0.89457,1.33392,0.005611,0.005611,0.005611
135,40774.2,0.92629,1.09971,1.33148,0.78794,0.70419,0.79181,0.5924,0.94451,0.89363,1.33281,0.005578,0.005578,0.005578
136,41023.3,0.92903,1.09732,1.33476,0.78564,0.70635,0.79202,0.59242,0.94428,0.89251,1.33201,0.005545,0.005545,0.005545
137,41272.1,0.925,1.09088,1.32994,0.7869,0.70677,0.79261,0.59302,0.94406,0.89154,1.33143,0.005512,0.005512,0.005512
138,41520.8,0.92804,1.09025,1.33485,0.78677,0.70733,0.79257,0.59328,0.94343,0.8905,1.33057,0.005479,0.005479,0.005479
139,41769.7,0.92319,1.08639,1.33068,0.78298,0.71114,0.79272,0.59347,0.94333,0.88923,1.33011,0.005446,0.005446,0.005446
140,42017.7,0.92283,1.08361,1.32978,0.78129,0.71272,0.79322,0.594,0.9429,0.88828,1.32933,0.005413,0.005413,0.005413
141,42265.5,0.92251,1.08292,1.32824,0.7814,0.71222,0.79354,0.59454,0.94273,0.88711,1.32885,0.00538,0.00538,0.00538
142,42514.4,0.92411,1.08882,1.33001,0.78395,0.71078,0.79397,0.59516,0.94237,0.8862,1.3283,0.005347,0.005347,0.005347
143,42855.6,0.91672,1.08065,1.32194,0.78152,0.71322,0.79448,0.59547,0.94205,0.88503,1.32761,0.005314,0.005314,0.005314
144,43248.4,0.91952,1.07336,1.32627,0.782,0.71353,0.79497,0.59595,0.94167,0.88427,1.32713,0.005281,0.005281,0.005281
145,43641.3,0.91792,1.06601,1.32709,0.78226,0.71298,0.79501,0.59603,0.94175,0.88366,1.32702,0.005248,0.005248,0.005248
146,44027.4,0.91953,1.06955,1.32682,0.78087,0.71564,0.79531,0.59675,0.94137,0.88277,1.32629,0.005215,0.005215,0.005215
147,44414.6,0.91055,1.0697,1.31785,0.77929,0.71678,0.79551,0.59685,0.94108,0.88179,1.32586,0.005182,0.005182,0.005182
148,44798.4,0.91185,1.06694,1.32196,0.7789,0.71895,0.79613,0.59722,0.94105,0.88084,1.32554,0.005149,0.005149,0.005149
149,45193.5,0.91359,1.06574,1.31852,0.77517,0.72052,0.79637,0.59796,0.94058,0.87981,1.32489,0.005116,0.005116,0.005116
150,45584.6,0.91119,1.06572,1.31791,0.77654,0.71999,0.79685,0.59815,0.94025,0.87891,1.3244,0.005083,0.005083,0.005083
151,45974,0.9065,1.06041,1.31846,0.77636,0.72054,0.79719,0.59847,0.93972,0.87777,1.32357,0.00505,0.00505,0.00505
152,46366.2,0.90643,1.05539,1.31895,0.779,0.71887,0.79739,0.59867,0.93942,0.87668,1.32311,0.005017,0.005017,0.005017
153,46755.3,0.90662,1.05208,1.31374,0.77684,0.7204,0.79778,0.59931,0.93868,0.87567,1.32232,0.004984,0.004984,0.004984
154,47144.4,0.90689,1.05248,1.31812,0.77808,0.71976,0.79805,0.59923,0.93818,0.87476,1.32168,0.004951,0.004951,0.004951
155,47531.1,0.90762,1.05024,1.31408,0.77839,0.72065,0.79835,0.59958,0.93744,0.87391,1.32086,0.004918,0.004918,0.004918
156,47917.1,0.89994,1.04707,1.30777,0.77723,0.72312,0.79872,0.60002,0.93695,0.87308,1.3202,0.004885,0.004885,0.004885
157,48308.8,0.90376,1.04246,1.31239,0.77644,0.72303,0.79885,0.60035,0.93651,0.87218,1.31959,0.004852,0.004852,0.004852
158,48695.3,0.89644,1.03628,1.30621,0.77775,0.72411,0.79919,0.60075,0.93608,0.87145,1.31889,0.004819,0.004819,0.004819
159,49090.8,0.90566,1.0435,1.31342,0.77667,0.72485,0.79958,0.60111,0.93571,0.87067,1.31827,0.004786,0.004786,0.004786
160,49476.9,0.90171,1.04274,1.30857,0.77746,0.72524,0.79976,0.60123,0.93513,0.86992,1.31747,0.004753,0.004753,0.004753
161,49872.5,0.89921,1.03296,1.3032,0.78042,0.72257,0.80003,0.60185,0.93434,0.86927,1.31648,0.00472,0.00472,0.00472
162,50250,0.89412,1.0291,1.30557,0.78276,0.72054,0.79995,0.60218,0.93431,0.86806,1.3162,0.004687,0.004687,0.004687
163,50629.1,0.89437,1.03229,1.30322,0.78267,0.72053,0.80002,0.60239,0.93398,0.86702,1.3157,0.004654,0.004654,0.004654
